10000 29917
Sommets du graphe
821 0.053752 0.409958 sommet821
822 0.163551 0.796038 sommet822
823 0.011579 0.602006 sommet823
824 0.921468 0.109927 sommet824
825 0.545015 0.073038 sommet825
826 0.556517 0.383381 sommet826
827 0.481430 0.390933 sommet827
828 0.408673 0.559109 sommet828
829 0.941078 0.699030 sommet829
830 0.589636 0.011143 sommet830
831 0.282762 0.387383 sommet831
832 0.745794 0.565690 sommet832
833 0.554309 0.268586 sommet833
834 0.117163 0.161620 sommet834
835 0.354305 0.808310 sommet835
836 0.265734 0.191671 sommet836
837 0.414449 0.648154 sommet837
838 0.529665 0.072855 sommet838
839 0.469946 0.378955 sommet839
840 0.098857 0.493255 sommet840
841 0.132815 0.216246 sommet841
842 0.438291 0.353126 sommet842
843 0.993806 0.892149 sommet843
844 0.349940 0.439150 sommet844
845 0.801629 0.982168 sommet845
846 0.301218 0.576638 sommet846
847 0.551921 0.143244 sommet847
848 0.506545 0.499835 sommet848
849 0.729641 0.082598 sommet849
850 0.217063 0.172927 sommet850
851 0.385219 0.374622 sommet851
852 0.264364 0.164685 sommet852
853 0.856503 0.245427 sommet853
854 0.893365 0.791156 sommet854
855 0.964197 0.250746 sommet855
856 0.284081 0.549814 sommet856
857 0.718898 0.515290 sommet857
858 0.486485 0.351869 sommet858
859 0.858476 0.412210 sommet859
860 0.020403 0.915687 sommet860
861 0.959515 0.568632 sommet861
862 0.997882 0.400523 sommet862
863 0.587660 0.806355 sommet863
864 0.408225 0.043407 sommet864
865 0.545435 0.130099 sommet865
866 0.574699 0.969220 sommet866
867 0.681336 0.207209 sommet867
868 0.563862 0.830683 sommet868
869 0.292872 0.306062 sommet869
870 0.977984 0.984922 sommet870
871 0.583705 0.332869 sommet871
872 0.521573 0.082395 sommet872
873 0.807740 0.681656 sommet873
874 0.594764 0.204153 sommet874
875 0.200402 0.163937 sommet875
876 0.280788 0.197465 sommet876
877 0.793055 0.871827 sommet877
878 0.789200 0.090746 sommet878
879 0.160008 0.247026 sommet879
880 0.761440 0.517070 sommet880
881 0.391793 0.867991 sommet881
882 0.332695 0.596703 sommet882
883 0.780210 0.986729 sommet883
884 0.954354 0.822799 sommet884
885 0.777039 0.686431 sommet885
886 0.841948 0.627998 sommet886
887 0.768394 0.396655 sommet887
888 0.585257 0.420051 sommet888
889 0.801599 0.477759 sommet889
890 0.690773 0.813622 sommet890
891 0.550919 0.294793 sommet891
892 0.586986 0.474320 sommet892
893 0.898639 0.429241 sommet893
894 0.259919 0.464033 sommet894
895 0.000039 0.658065 sommet895
896 0.091840 0.562306 sommet896
897 0.679043 0.667623 sommet897
898 0.745264 0.652465 sommet898
899 0.981988 0.279692 sommet899
900 0.782769 0.005182 sommet900
901 0.086813 0.059197 sommet901
902 0.926769 0.214659 sommet902
903 0.781356 0.253661 sommet903
904 0.286591 0.738162 sommet904
905 0.295857 0.473190 sommet905
906 0.909973 0.923061 sommet906
907 0.891786 0.250655 sommet907
908 0.752406 0.683910 sommet908
909 0.468107 0.473922 sommet909
910 0.208753 0.506390 sommet910
911 0.897771 0.835066 sommet911
912 0.958706 0.973102 sommet912
913 0.918436 0.148704 sommet913
914 0.262890 0.396488 sommet914
915 0.771451 0.770618 sommet915
916 0.775716 0.454478 sommet916
917 0.418673 0.636321 sommet917
918 0.647096 0.742002 sommet918
919 0.829492 0.272135 sommet919
920 0.780221 0.180408 sommet920
921 0.119997 0.787707 sommet921
922 0.991853 0.077255 sommet922
923 0.424933 0.841116 sommet923
924 0.633542 0.944811 sommet924
925 0.430353 0.945963 sommet925
926 0.798559 0.377179 sommet926
927 0.246792 0.828705 sommet927
928 0.041603 0.228601 sommet928
929 0.094000 0.861429 sommet929
930 0.043491 0.954651 sommet930
931 0.824232 0.869014 sommet931
932 0.511974 0.750104 sommet932
933 0.998299 0.417458 sommet933
934 0.211603 0.403707 sommet934
935 0.108905 0.362057 sommet935
936 0.096877 0.203926 sommet936
937 0.387090 0.823579 sommet937
938 0.899207 0.965837 sommet938
939 0.817065 0.416839 sommet939
940 0.817441 0.724963 sommet940
941 0.458524 0.415100 sommet941
942 0.592706 0.603360 sommet942
943 0.667519 0.987430 sommet943
944 0.739097 0.004202 sommet944
945 0.625461 0.130178 sommet945
946 0.896096 0.677832 sommet946
947 0.328330 0.236833 sommet947
948 0.451460 0.680744 sommet948
949 0.258829 0.145993 sommet949
950 0.703850 0.598780 sommet950
951 0.690966 0.073712 sommet951
952 0.879646 0.202964 sommet952
953 0.216739 0.732599 sommet953
954 0.785623 0.958215 sommet954
955 0.715460 0.740477 sommet955
956 0.195229 0.215447 sommet956
957 0.020458 0.839160 sommet957
958 0.760827 0.218624 sommet958
959 0.420198 0.270701 sommet959
960 0.676851 0.835845 sommet960
961 0.050492 0.622814 sommet961
962 0.633692 0.457732 sommet962
963 0.109521 0.725235 sommet963
964 0.017517 0.412836 sommet964
965 0.538175 0.102257 sommet965
966 0.640354 0.435772 sommet966
967 0.027800 0.242478 sommet967
968 0.329900 0.631842 sommet968
969 0.375769 0.544640 sommet969
970 0.768851 0.078941 sommet970
971 0.762721 0.048265 sommet971
972 0.184594 0.470330 sommet972
973 0.838480 0.338452 sommet973
974 0.368350 0.853798 sommet974
975 0.786713 0.278563 sommet975
976 0.815297 0.703332 sommet976
977 0.897892 0.870376 sommet977
978 0.412815 0.181981 sommet978
979 0.554443 0.530931 sommet979
980 0.350968 0.725291 sommet980
981 0.971990 0.235327 sommet981
982 0.140848 0.237746 sommet982
983 0.801560 0.822300 sommet983
984 0.401016 0.867889 sommet984
985 0.602370 0.038660 sommet985
986 0.755131 0.487712 sommet986
987 0.978601 0.355253 sommet987
988 0.729884 0.165043 sommet988
989 0.878878 0.310328 sommet989
990 0.677584 0.150371 sommet990
991 0.287851 0.906707 sommet991
992 0.022169 0.591714 sommet992
993 0.944596 0.829331 sommet993
994 0.568109 0.211342 sommet994
995 0.030379 0.582117 sommet995
996 0.641647 0.155059 sommet996
997 0.068264 0.307525 sommet997
998 0.574306 0.368609 sommet998
999 0.210034 0.034971 sommet999
1000 0.756950 0.065227 sommet1000
1001 0.275348 0.770594 sommet1001
1002 0.374207 0.302871 sommet1002
1003 0.354434 0.967253 sommet1003
1004 0.622282 0.697825 sommet1004
1005 0.346591 0.154431 sommet1005
1006 0.516009 0.565461 sommet1006
1007 0.696418 0.688987 sommet1007
1008 0.807667 0.458841 sommet1008
1009 0.736131 0.161797 sommet1009
1010 0.327840 0.012462 sommet1010
1011 0.440638 0.805494 sommet1011
1012 0.933097 0.563489 sommet1012
1013 0.567060 0.575652 sommet1013
1014 0.987787 0.728453 sommet1014
1015 0.111175 0.510826 sommet1015
1016 0.444486 0.474775 sommet1016
1017 0.544986 0.585182 sommet1017
1018 0.148493 0.725622 sommet1018
1019 0.525456 0.345189 sommet1019
1020 0.587793 0.032957 sommet1020
1021 0.908952 0.757572 sommet1021
1022 0.507967 0.409143 sommet1022
1023 0.463210 0.162533 sommet1023
1024 0.693285 0.034670 sommet1024
1025 0.692757 0.171729 sommet1025
1026 0.250726 0.947031 sommet1026
1027 0.743430 0.820092 sommet1027
1028 0.288709 0.332639 sommet1028
1029 0.655550 0.835034 sommet1029
1030 0.424314 0.441389 sommet1030
1031 0.431431 0.059046 sommet1031
1032 0.383153 0.644286 sommet1032
1033 0.518011 0.208885 sommet1033
1034 0.737829 0.688851 sommet1034
1035 0.513320 0.367020 sommet1035
1036 0.502298 0.123723 sommet1036
1037 0.415590 0.813234 sommet1037
1038 0.029127 0.540555 sommet1038
1039 0.115948 0.732887 sommet1039
1040 0.632031 0.549682 sommet1040
1041 0.510782 0.706819 sommet1041
1042 0.512091 0.720948 sommet1042
1043 0.975647 0.705298 sommet1043
1044 0.946474 0.382200 sommet1044
1045 0.630165 0.184357 sommet1045
1046 0.488743 0.304140 sommet1046
1047 0.686839 0.700235 sommet1047
1048 0.849437 0.490260 sommet1048
1049 0.800510 0.179238 sommet1049
1050 0.449827 0.234011 sommet1050
1051 0.023474 0.527689 sommet1051
1052 0.871800 0.338934 sommet1052
1053 0.458718 0.674611 sommet1053
1054 0.187636 0.596737 sommet1054
1055 0.357162 0.820933 sommet1055
1056 0.423101 0.051874 sommet1056
1057 0.845013 0.138688 sommet1057
1058 0.924011 0.856061 sommet1058
1059 0.820136 0.022251 sommet1059
1060 0.974908 0.275584 sommet1060
1061 0.735949 0.099175 sommet1061
1062 0.829046 0.782175 sommet1062
1063 0.012364 0.797382 sommet1063
1064 0.605344 0.017228 sommet1064
1065 0.547190 0.626824 sommet1065
1066 0.029054 0.311988 sommet1066
1067 0.577041 0.320619 sommet1067
1068 0.651622 0.814288 sommet1068
1069 0.735630 0.737055 sommet1069
1070 0.686567 0.129753 sommet1070
1071 0.754228 0.316178 sommet1071
1072 0.003219 0.104098 sommet1072
1073 0.569399 0.883811 sommet1073
1074 0.211794 0.616127 sommet1074
1075 0.240964 0.878211 sommet1075
1076 0.088676 0.376962 sommet1076
1077 0.593670 0.803795 sommet1077
1078 0.389757 0.647873 sommet1078
1079 0.797826 0.063068 sommet1079
1080 0.980936 0.591894 sommet1080
1081 0.961583 0.331282 sommet1081
1082 0.863762 0.250697 sommet1082
1083 0.472729 0.158855 sommet1083
1084 0.870751 0.714764 sommet1084
1085 0.039750 0.071981 sommet1085
1086 0.790158 0.185877 sommet1086
1087 0.041306 0.237858 sommet1087
1088 0.682644 0.192756 sommet1088
1089 0.651416 0.344397 sommet1089
1090 0.273417 0.317012 sommet1090
1091 0.022727 0.980141 sommet1091
1092 0.228337 0.662178 sommet1092
1093 0.221213 0.928902 sommet1093
1094 0.061747 0.786237 sommet1094
1095 0.288490 0.651240 sommet1095
1096 0.384612 0.181159 sommet1096
1097 0.740659 0.257187 sommet1097
1098 0.533529 0.024292 sommet1098
1099 0.282173 0.483723 sommet1099
1100 0.934847 0.967667 sommet1100
1101 0.587070 0.885485 sommet1101
1102 0.345682 0.869281 sommet1102
1103 0.006556 0.191843 sommet1103
1104 0.311967 0.225770 sommet1104
1105 0.510074 0.817946 sommet1105
1106 0.220417 0.543713 sommet1106
1107 0.191895 0.183057 sommet1107
1108 0.644666 0.893645 sommet1108
1109 0.494929 0.279475 sommet1109
1110 0.139070 0.351769 sommet1110
1111 0.183774 0.693228 sommet1111
1112 0.082349 0.043158 sommet1112
1113 0.360519 0.244023 sommet1113
1114 0.296815 0.570678 sommet1114
1115 0.384147 0.351096 sommet1115
1116 0.866680 0.289279 sommet1116
1117 0.918743 0.320744 sommet1117
1118 0.747109 0.662450 sommet1118
1119 0.793832 0.933927 sommet1119
1120 0.516082 0.795015 sommet1120
1121 0.809086 0.307525 sommet1121
1122 0.577993 0.322907 sommet1122
1123 0.100140 0.059183 sommet1123
1124 0.690319 0.195004 sommet1124
1125 0.433362 0.515876 sommet1125
1126 0.322814 0.543225 sommet1126
1127 0.983912 0.612364 sommet1127
1128 0.006960 0.981289 sommet1128
1129 0.527021 0.643222 sommet1129
1130 0.627369 0.191306 sommet1130
1131 0.285189 0.171681 sommet1131
1132 0.443561 0.928788 sommet1132
1133 0.144130 0.397386 sommet1133
1134 0.872446 0.195916 sommet1134
1135 0.756102 0.801325 sommet1135
1136 0.868794 0.824259 sommet1136
1137 0.328171 0.570929 sommet1137
1138 0.603147 0.084239 sommet1138
1139 0.805742 0.109146 sommet1139
1140 0.417251 0.744114 sommet1140
1141 0.323595 0.659696 sommet1141
1142 0.503808 0.506807 sommet1142
1143 0.898505 0.175787 sommet1143
1144 0.453041 0.268008 sommet1144
1145 0.408904 0.454629 sommet1145
1146 0.954362 0.958915 sommet1146
1147 0.482250 0.174194 sommet1147
1148 0.685043 0.515791 sommet1148
1149 0.906563 0.596620 sommet1149
1150 0.400413 0.743142 sommet1150
1151 0.980445 0.345890 sommet1151
1152 0.380316 0.962922 sommet1152
1153 0.829065 0.099550 sommet1153
1154 0.132749 0.104408 sommet1154
1155 0.785494 0.794239 sommet1155
1156 0.780114 0.380101 sommet1156
1157 0.351053 0.139837 sommet1157
1158 0.243357 0.096866 sommet1158
1159 0.024342 0.121003 sommet1159
1160 0.703856 0.713280 sommet1160
1161 0.088807 0.579576 sommet1161
1162 0.931076 0.587647 sommet1162
1163 0.589635 0.995334 sommet1163
1164 0.576430 0.064632 sommet1164
1165 0.272528 0.375871 sommet1165
1166 0.256752 0.238461 sommet1166
1167 0.810435 0.982881 sommet1167
1168 0.274655 0.134113 sommet1168
1169 0.044662 0.641672 sommet1169
1170 0.578786 0.655652 sommet1170
1171 0.535274 0.351099 sommet1171
1172 0.919610 0.879341 sommet1172
1173 0.077537 0.171586 sommet1173
1174 0.851936 0.483427 sommet1174
1175 0.956571 0.096007 sommet1175
1176 0.597675 0.123070 sommet1176
1177 0.433636 0.120450 sommet1177
1178 0.396628 0.134091 sommet1178
1179 0.661178 0.421591 sommet1179
1180 0.673604 0.257837 sommet1180
1181 0.473408 0.569928 sommet1181
1182 0.780460 0.187079 sommet1182
1183 0.232948 0.154378 sommet1183
1184 0.633641 0.600612 sommet1184
1185 0.485577 0.097164 sommet1185
1186 0.031019 0.343297 sommet1186
1187 0.784966 0.917023 sommet1187
1188 0.413157 0.931294 sommet1188
1189 0.265916 0.245458 sommet1189
1190 0.407080 0.800032 sommet1190
1191 0.141940 0.586755 sommet1191
1192 0.592778 0.811845 sommet1192
1193 0.680462 0.516441 sommet1193
1194 0.823268 0.658865 sommet1194
1195 0.551341 0.383457 sommet1195
1196 0.754757 0.194450 sommet1196
1197 0.127778 0.559622 sommet1197
1198 0.572303 0.701768 sommet1198
1199 0.607560 0.263983 sommet1199
1200 0.770103 0.117474 sommet1200
1201 0.383296 0.051176 sommet1201
1202 0.123225 0.047252 sommet1202
1203 0.164800 0.793975 sommet1203
1204 0.345646 0.280112 sommet1204
1205 0.841865 0.223189 sommet1205
1206 0.130036 0.508137 sommet1206
1207 0.262527 0.299237 sommet1207
1208 0.284531 0.110282 sommet1208
1209 0.510689 0.146664 sommet1209
1210 0.980176 0.822390 sommet1210
1211 0.906449 0.687589 sommet1211
1212 0.308516 0.226136 sommet1212
1213 0.664316 0.163039 sommet1213
1214 0.198709 0.699001 sommet1214
1215 0.110733 0.082349 sommet1215
1216 0.037492 0.127160 sommet1216
1217 0.185770 0.234120 sommet1217
1218 0.847198 0.857696 sommet1218
1219 0.290794 0.368625 sommet1219
1220 0.478682 0.201087 sommet1220
1221 0.665240 0.689656 sommet1221
1222 0.043539 0.763624 sommet1222
1223 0.227704 0.013142 sommet1223
1224 0.882860 0.235599 sommet1224
1225 0.714594 0.184213 sommet1225
1226 0.063062 0.876697 sommet1226
1227 0.640094 0.054297 sommet1227
1228 0.570175 0.936927 sommet1228
1229 0.933295 0.885486 sommet1229
1230 0.359691 0.321922 sommet1230
1231 0.540083 0.175580 sommet1231
1232 0.965322 0.162713 sommet1232
1233 0.719937 0.985789 sommet1233
1234 0.160983 0.643997 sommet1234
1235 0.660614 0.938363 sommet1235
1236 0.072635 0.777723 sommet1236
1237 0.191256 0.442821 sommet1237
1238 0.496468 0.131522 sommet1238
1239 0.497789 0.340833 sommet1239
1240 0.382243 0.366313 sommet1240
1241 0.628710 0.725349 sommet1241
1242 0.935549 0.773190 sommet1242
1243 0.001301 0.866038 sommet1243
1244 0.505529 0.420443 sommet1244
1245 0.393030 0.655235 sommet1245
1246 0.537968 0.623929 sommet1246
1247 0.380405 0.473192 sommet1247
1248 0.939119 0.769784 sommet1248
1249 0.766006 0.263746 sommet1249
1250 0.777598 0.087919 sommet1250
1251 0.662258 0.566128 sommet1251
1252 0.908568 0.302735 sommet1252
1253 0.059507 0.141636 sommet1253
1254 0.473655 0.719641 sommet1254
1255 0.009565 0.752224 sommet1255
1256 0.623197 0.064533 sommet1256
1257 0.611334 0.691110 sommet1257
1258 0.493485 0.996059 sommet1258
1259 0.767691 0.581827 sommet1259
1260 0.772596 0.024770 sommet1260
1261 0.306745 0.466351 sommet1261
1262 0.961826 0.414182 sommet1262
1263 0.154770 0.213207 sommet1263
1264 0.366802 0.835104 sommet1264
1265 0.593871 0.185374 sommet1265
1266 0.579569 0.817460 sommet1266
1267 0.053577 0.467173 sommet1267
1268 0.771369 0.394445 sommet1268
1269 0.434124 0.325834 sommet1269
1270 0.296776 0.910829 sommet1270
1271 0.301690 0.510776 sommet1271
1272 0.615407 0.150726 sommet1272
1273 0.250785 0.942107 sommet1273
1274 0.983965 0.503177 sommet1274
1275 0.901082 0.490272 sommet1275
1276 0.002337 0.275718 sommet1276
1277 0.999875 0.903613 sommet1277
1278 0.024992 0.047186 sommet1278
1279 0.058363 0.902252 sommet1279
1280 0.154432 0.535012 sommet1280
1281 0.939210 0.306140 sommet1281
1282 0.291507 0.366519 sommet1282
1283 0.091745 0.960460 sommet1283
1284 0.445330 0.659514 sommet1284
1285 0.446813 0.583682 sommet1285
1286 0.948445 0.516957 sommet1286
1287 0.504574 0.371910 sommet1287
1288 0.687722 0.538491 sommet1288
1289 0.419649 0.044375 sommet1289
1290 0.803778 0.100432 sommet1290
1291 0.958921 0.580275 sommet1291
1292 0.684991 0.641703 sommet1292
1293 0.108694 0.816211 sommet1293
1294 0.060429 0.634231 sommet1294
1295 0.523720 0.167929 sommet1295
1296 0.374412 0.743836 sommet1296
1297 0.652982 0.670025 sommet1297
1298 0.115234 0.739727 sommet1298
1299 0.599330 0.931529 sommet1299
1300 0.214022 0.061140 sommet1300
1301 0.579126 0.362883 sommet1301
1302 0.968059 0.175809 sommet1302
1303 0.813962 0.264646 sommet1303
1304 0.903943 0.564113 sommet1304
1305 0.048282 0.480752 sommet1305
1306 0.991771 0.699477 sommet1306
1307 0.118094 0.813381 sommet1307
1308 0.488368 0.002035 sommet1308
1309 0.198314 0.070591 sommet1309
1310 0.417207 0.000006 sommet1310
1311 0.105312 0.972477 sommet1311
1312 0.425215 0.596175 sommet1312
1313 0.915947 0.314811 sommet1313
1314 0.032356 0.803630 sommet1314
1315 0.612437 0.227608 sommet1315
1316 0.403955 0.266703 sommet1316
1317 0.469697 0.202319 sommet1317
1318 0.379761 0.645802 sommet1318
1319 0.986112 0.586794 sommet1319
1320 0.240997 0.429148 sommet1320
1321 0.691272 0.213618 sommet1321
1322 0.269706 0.953473 sommet1322
1323 0.021679 0.353631 sommet1323
1324 0.479570 0.133557 sommet1324
1325 0.687346 0.220639 sommet1325
1326 0.277095 0.136822 sommet1326
1327 0.567483 0.682496 sommet1327
1328 0.717839 0.719747 sommet1328
1329 0.784569 0.259499 sommet1329
1330 0.399060 0.997153 sommet1330
1331 0.155245 0.196651 sommet1331
1332 0.118353 0.156116 sommet1332
1333 0.833942 0.061241 sommet1333
1334 0.276767 0.619122 sommet1334
1335 0.585313 0.351874 sommet1335
1336 0.953731 0.358630 sommet1336
1337 0.492780 0.146443 sommet1337
1338 0.269562 0.520889 sommet1338
1339 0.577906 0.862992 sommet1339
1340 0.304216 0.953591 sommet1340
1341 0.012010 0.860072 sommet1341
1342 0.224663 0.907256 sommet1342
1343 0.256259 0.950273 sommet1343
1344 0.240489 0.901834 sommet1344
1345 0.115747 0.367556 sommet1345
1346 0.514668 0.016744 sommet1346
1347 0.412705 0.327499 sommet1347
1348 0.280930 0.583021 sommet1348
1349 0.826259 0.930085 sommet1349
1350 0.935912 0.872381 sommet1350
1351 0.109592 0.916494 sommet1351
1352 0.515788 0.854533 sommet1352
1353 0.133405 0.136231 sommet1353
1354 0.637065 0.143851 sommet1354
1355 0.705220 0.627707 sommet1355
1356 0.870284 0.866559 sommet1356
1357 0.261178 0.610937 sommet1357
1358 0.024367 0.527873 sommet1358
1359 0.958849 0.367164 sommet1359
1360 0.933215 0.549947 sommet1360
1361 0.962295 0.296111 sommet1361
1362 0.729671 0.577584 sommet1362
1363 0.456012 0.187135 sommet1363
1364 0.171463 0.771319 sommet1364
1365 0.557062 0.548482 sommet1365
1366 0.334386 0.025911 sommet1366
1367 0.480262 0.763549 sommet1367
1368 0.972064 0.485026 sommet1368
1369 0.831783 0.784384 sommet1369
1370 0.137325 0.029236 sommet1370
1371 0.365970 0.858116 sommet1371
1372 0.362630 0.730151 sommet1372
1373 0.647369 0.332442 sommet1373
1374 0.346061 0.239789 sommet1374
1375 0.135349 0.812004 sommet1375
1376 0.346350 0.101678 sommet1376
1377 0.908562 0.194652 sommet1377
1378 0.522653 0.232136 sommet1378
1379 0.515333 0.204093 sommet1379
1380 0.183201 0.066074 sommet1380
1381 0.501457 0.981169 sommet1381
1382 0.502441 0.527420 sommet1382
1383 0.353386 0.364629 sommet1383
1384 0.326845 0.276647 sommet1384
1385 0.612926 0.451776 sommet1385
1386 0.994794 0.496214 sommet1386
1387 0.870526 0.932875 sommet1387
1388 0.823612 0.445769 sommet1388
